id,po_number,buyer_id,supplier_id,amount,quantity,description,po_date,expected_delivery_date,status
1038,PO-202507-001038,31,67,302326.26,682,Exclusive logistical Local Area Network,2025-07-19,2025-09-14,confirmed
1039,PO-202506-001039,31,67,210467.21,31,Exclusive directional archive,2025-06-06,2025-06-29,confirmed
1040,PO-202510-001040,31,67,83530.75,491,Reduced fresh-thinking solution,2025-10-17,2025-12-30,confirmed
1041,PO-202511-001041,31,67,146690.33,357,Polarized national workforce,2025-11-14,2026-02-10,confirmed
1042,PO-202506-001042,31,67,230852.83,416,Polarized responsive functionalities,2025-06-07,2025-07-05,confirmed
1043,PO-202503-001043,31,87,326236.57,812,Sharable composite neural-net,2025-03-03,2025-04-25,delivered
1044,PO-202601-001044,31,87,245391.22,605,Team-oriented disintermediate complexity,2026-01-22,2026-03-30,confirmed
1045,PO-202510-001045,31,87,313978.9,562,Organic static leverage,2025-10-01,2025-11-05,confirmed
1046,PO-202506-001046,31,87,212294.81,349,Synchronized modular structure,2025-06-08,2025-07-19,delivered
1047,PO-202508-001047,31,87,232597.46,446,Robust systematic toolset,2025-08-02,2025-10-28,confirmed
1048,PO-202511-001048,31,87,281230.12,242,Enhanced fault-tolerant customer loyalty,2025-11-01,2025-12-08,confirmed
1049,PO-202507-001049,31,87,364805.09,729,Enhanced systematic hardware,2025-07-22,2025-10-18,confirmed
1050,PO-202504-001050,31,87,96697.91,611,Assimilated empowering framework,2025-04-06,2025-06-19,confirmed
1051,PO-202512-001051,31,87,285760.09,842,Proactive heuristic toolset,2025-12-06,2026-02-15,confirmed
1052,PO-202504-001052,31,87,179789.33,416,Implemented fault-tolerant system engine,2025-04-16,2025-05-09,delivered
1053,PO-202601-001053,32,76,2463357.91,611,Front-line optimizing data-warehouse,2026-01-24,2026-03-28,confirmed
1054,PO-202511-001054,32,76,1872075.38,677,Implemented grid-enabled matrix,2025-11-21,2025-12-13,confirmed
1055,PO-202512-001055,32,76,1016497.61,143,Profit-focused solution-oriented help-desk,2025-12-15,2026-03-14,confirmed
1056,PO-202508-001056,32,44,245152.62,153,Cloned incremental methodology,2025-08-13,2025-10-24,delivered
1057,PO-202509-001057,32,44,382808.4,631,Triple-buffered fault-tolerant conglomeration,2025-09-04,2025-12-01,confirmed
1058,PO-202509-001058,32,44,291686.3,698,Operative clear-thinking encryption,2025-09-12,2025-11-06,confirmed
1059,PO-202503-001059,32,44,647867.76,936,Organized tangible middleware,2025-03-01,2025-04-23,confirmed
1060,PO-202506-001060,32,44,788125.82,938,Upgradable actuating Graphical User Interface,2025-06-26,2025-08-24,confirmed
1061,PO-202508-001061,32,44,659705.84,627,Configurable dedicated middleware,2025-08-27,2025-11-15,confirmed
1062,PO-202511-001062,32,44,911583.8,873,Future-proofed national productivity,2025-11-15,2026-01-06,confirmed
1063,PO-202511-001063,32,44,456704.75,563,Devolved mission-critical encryption,2025-11-06,2025-11-27,confirmed
1064,PO-202511-001064,32,44,774398.93,841,Decentralized value-added open architecture,2025-11-27,2026-01-26,confirmed
1065,PO-202512-001065,32,44,924525.32,887,Cloned hybrid migration,2025-12-05,2025-12-23,confirmed
1066,PO-202512-001066,32,44,516123.13,605,Organic explicit protocol,2025-12-08,2026-02-11,confirmed
1067,PO-202508-001067,32,44,782404.27,416,Vision-oriented incremental benchmark,2025-08-04,2025-10-06,confirmed
1068,PO-202504-001068,32,44,623947.73,679,Re-engineered responsive flexibility,2025-04-10,2025-05-17,confirmed
1069,PO-202508-001069,32,44,237872.78,569,Distributed regional matrix,2025-08-27,2025-10-30,confirmed
1070,PO-202504-001070,33,63,222998.52,296,Universal 3rdgeneration info-mediaries,2025-04-04,2025-05-05,confirmed
1071,PO-202512-001071,33,63,51793.67,664,Business-focused heuristic capacity,2025-12-04,2025-12-21,confirmed
1072,PO-202505-001072,33,63,351351.16,499,Re-contextualized analyzing project,2025-05-05,2025-07-14,confirmed
1073,PO-202505-001073,33,63,82630.29,658,Secured directional support,2025-05-28,2025-08-04,confirmed
1074,PO-202509-001074,33,63,424049.62,713,Balanced disintermediate benchmark,2025-09-13,2025-11-21,delivered
1075,PO-202504-001075,33,63,122783.34,522,Versatile hybrid encoding,2025-04-01,2025-06-09,delivered
1076,PO-202503-001076,33,63,393022.92,394,Intuitive demand-driven hierarchy,2025-03-13,2025-05-12,confirmed
1077,PO-202601-001077,33,63,125313.08,620,Stand-alone uniform project,2026-01-22,2026-02-06,delivered
1078,PO-202509-001078,33,63,257152.93,749,Profit-focused 24hour moratorium,2025-09-20,2025-11-04,delivered
1079,PO-202510-001079,33,63,160538.68,949,Integrated composite help-desk,2025-10-30,2026-01-22,delivered
1080,PO-202505-001080,33,63,201783.04,39,Stand-alone interactive adapter,2025-05-05,2025-07-31,confirmed
1081,PO-202506-001081,33,63,344405.31,116,Customer-focused directional alliance,2025-06-01,2025-08-29,confirmed
1082,PO-202509-001082,33,63,452815.83,82,Configurable background function,2025-09-16,2025-10-19,delivered
1083,PO-202512-001083,33,63,462034.38,769,Implemented zero administration analyzer,2025-12-28,2026-02-16,confirmed
1084,PO-202510-001084,33,63,265084.69,536,Assimilated fault-tolerant budgetary management,2025-10-14,2025-11-09,confirmed
1085,PO-202509-001085,33,47,1087028.63,680,Business-focused mobile architecture,2025-09-10,2025-10-04,delivered
1086,PO-202504-001086,33,47,1332395.91,320,Future-proofed reciprocal time-frame,2025-04-07,2025-04-28,confirmed
1087,PO-202504-001087,33,47,946888.77,12,Intuitive bi-directional matrices,2025-04-01,2025-06-15,confirmed
1088,PO-202504-001088,33,47,914106.55,481,Ameliorated eco-centric workforce,2025-04-17,2025-07-14,confirmed
1089,PO-202508-001089,33,47,779802.95,984,Virtual systematic groupware,2025-08-15,2025-10-06,confirmed
1090,PO-202507-001090,33,47,408301.1,712,Public-key coherent strategy,2025-07-05,2025-08-27,delivered
1091,PO-202512-001091,33,47,544492.16,645,Synergized content-based hierarchy,2025-12-05,2026-02-18,delivered
1092,PO-202512-001092,33,47,410603.43,53,Reduced bandwidth-monitored collaboration,2025-12-27,2026-02-17,delivered
1093,PO-202506-001093,33,47,202831.01,497,Synergistic web-enabled project,2025-06-25,2025-07-20,confirmed
1094,PO-202506-001094,33,77,520074.53,803,Pre-emptive content-based software,2025-06-01,2025-07-21,confirmed
1095,PO-202511-001095,33,77,674117.26,288,Multi-channeled bottom-line intranet,2025-11-02,2025-12-22,confirmed
1096,PO-202601-001096,33,77,346712.31,115,Upgradable tangible success,2026-01-22,2026-02-28,delivered
1097,PO-202507-001097,33,77,2351950.66,675,Multi-channeled next generation hardware,2025-07-13,2025-09-23,confirmed
1098,PO-202509-001098,33,77,2542506.01,268,Organized global alliance,2025-09-23,2025-11-07,confirmed
1099,PO-202505-001099,33,77,807669.26,541,Persevering directional utilization,2025-05-07,2025-05-26,confirmed
1100,PO-202506-001100,33,77,3030092.29,991,Reverse-engineered bi-directional info-mediaries,2025-06-02,2025-07-05,delivered
1101,PO-202504-001101,33,77,2891395.87,158,Up-sized client-server analyzer,2025-04-04,2025-06-21,confirmed
1102,PO-202503-001102,33,77,2438828.02,244,Extended hybrid analyzer,2025-03-23,2025-06-02,confirmed
1103,PO-202507-001103,33,77,890803.21,752,Ameliorated needs-based standardization,2025-07-13,2025-09-10,confirmed
1104,PO-202506-001104,34,42,328311.39,840,Cross-platform heuristic focus group,2025-06-25,2025-07-24,confirmed
1105,PO-202508-001105,34,42,243681.9,409,Persevering hybrid frame,2025-08-19,2025-11-02,confirmed
1106,PO-202511-001106,34,42,513553.35,972,Streamlined bifurcated monitoring,2025-11-16,2026-02-07,confirmed
1107,PO-202507-001107,34,42,429212.08,723,Assimilated exuding functionalities,2025-07-26,2025-09-28,confirmed
1108,PO-202511-001108,34,42,326763.55,544,Fundamental static instruction set,2025-11-29,2026-02-07,confirmed
1109,PO-202510-001109,34,42,349641.84,817,Decentralized content-based framework,2025-10-17,2025-12-28,confirmed
1110,PO-202510-001110,34,42,690363.77,985,Mandatory bifurcated collaboration,2025-10-25,2026-01-15,confirmed
1111,PO-202503-001111,34,42,182273.38,545,De-engineered 3rdgeneration Local Area Network,2025-03-10,2025-05-09,confirmed
1112,PO-202504-001112,34,42,630903.44,668,Monitored homogeneous Graphic Interface,2025-04-03,2025-05-22,confirmed
1113,PO-202507-001113,34,42,333496.63,822,User-friendly tangible frame,2025-07-13,2025-08-09,confirmed
1114,PO-202505-001114,34,42,669248.94,401,Cross-platform didactic utilization,2025-05-17,2025-07-30,confirmed
1115,PO-202502-001115,34,42,739168.13,603,Public-key 5thgeneration framework,2025-02-25,2025-04-05,delivered
1116,PO-202512-001116,34,83,1686689.45,185,Triple-buffered clear-thinking protocol,2025-12-09,2026-02-02,delivered
1117,PO-202504-001117,34,83,260197.9,9,Re-contextualized global paradigm,2025-04-01,2025-04-24,confirmed
1118,PO-202507-001118,34,83,1116919.63,538,Diverse 24/7 moderator,2025-07-06,2025-08-03,confirmed
1119,PO-202512-001119,34,83,989198.81,743,Balanced neutral process improvement,2025-12-07,2026-01-27,confirmed
1120,PO-202506-001120,34,83,650426.1,25,Down-sized asynchronous leverage,2025-06-03,2025-06-29,confirmed
1121,PO-202511-001121,34,83,2244309.73,673,Synergistic fault-tolerant service-desk,2025-11-03,2025-12-15,delivered
1122,PO-202512-001122,34,83,1601940.57,726,Intuitive eco-centric info-mediaries,2025-12-15,2026-01-14,confirmed
1123,PO-202507-001123,34,85,1292658.7,385,Synchronized foreground projection,2025-07-12,2025-10-07,confirmed
1124,PO-202507-001124,34,85,1818746.43,713,Secured background attitude,2025-07-09,2025-08-16,confirmed
1125,PO-202505-001125,34,85,732617.64,677,Profound local analyzer,2025-05-21,2025-06-14,confirmed
1126,PO-202511-001126,34,85,1866952.74,284,Operative actuating encryption,2025-11-25,2026-02-02,confirmed
1127,PO-202509-001127,34,85,665380.27,800,Function-based global firmware,2025-09-16,2025-10-10,confirmed
1128,PO-202505-001128,34,85,1604032.54,392,Diverse actuating protocol,2025-05-29,2025-08-01,confirmed
1129,PO-202504-001129,34,85,1999258.82,265,Synchronized optimizing installation,2025-04-06,2025-05-24,confirmed
1130,PO-202508-001130,34,85,996290.49,504,Reduced eco-centric workforce,2025-08-06,2025-09-15,delivered
1131,PO-202507-001131,34,85,909714.87,661,Automated global portal,2025-07-28,2025-10-13,confirmed
1132,PO-202510-001132,34,85,460475.47,788,Streamlined methodical contingency,2025-10-20,2025-12-29,confirmed
1133,PO-202504-001133,34,85,1309418.38,109,Programmable maximized artificial intelligence,2025-04-03,2025-06-13,confirmed
1134,PO-202507-001134,34,85,387182.08,75,Open-source dedicated open system,2025-07-28,2025-08-21,delivered
1135,PO-202601-001135,34,85,1514530.62,796,Synergistic full-range alliance,2026-01-06,2026-03-19,confirmed
1136,PO-202507-001136,34,85,1819668.82,153,Face-to-face optimizing process improvement,2025-07-11,2025-07-26,confirmed
1137,PO-202512-001137,34,85,1400868.42,273,Multi-lateral eco-centric product,2025-12-09,2026-01-12,confirmed
1138,PO-202509-001138,34,58,1442046.59,528,Realigned real-time orchestration,2025-09-01,2025-11-17,confirmed
1139,PO-202503-001139,34,58,1150625.31,865,Total tertiary matrix,2025-03-27,2025-04-19,delivered
1140,PO-202508-001140,34,58,708579.08,394,User-centric disintermediate secured line,2025-08-07,2025-10-22,confirmed
1141,PO-202506-001141,34,58,1426492.99,958,Right-sized tertiary initiative,2025-06-18,2025-08-17,confirmed
1142,PO-202511-001142,34,58,1667464.85,411,Total global contingency,2025-11-18,2025-12-10,confirmed
1143,PO-202507-001143,34,58,1001947.48,874,Realigned intangible system engine,2025-07-31,2025-09-27,confirmed
1144,PO-202505-001144,34,58,2002548.61,779,Fundamental bifurcated complexity,2025-05-25,2025-07-16,confirmed
1145,PO-202510-001145,34,58,605057.82,41,Phased uniform core,2025-10-08,2025-12-11,confirmed
1146,PO-202506-001146,35,44,3314406.51,918,Business-focused systematic database,2025-06-19,2025-07-17,confirmed
1147,PO-202510-001147,35,44,2454466.07,907,Upgradable client-driven open system,2025-10-22,2026-01-01,confirmed
1148,PO-202512-001148,35,44,1031105.37,198,Re-engineered bandwidth-monitored synergy,2025-12-05,2025-12-23,delivered
1149,PO-202502-001149,35,44,1435828.44,399,Reactive optimizing project,2025-02-25,2025-03-20,delivered
1150,PO-202508-001150,35,44,3098887.65,512,Extended asynchronous array,2025-08-26,2025-11-17,confirmed
1151,PO-202504-001151,35,44,4426166.38,17,Virtual analyzing task-force,2025-04-17,2025-05-06,confirmed
1152,PO-202512-001152,35,50,1107707.16,739,Multi-tiered content-based concept,2025-12-15,2026-01-04,confirmed
1153,PO-202505-001153,35,50,565905.67,827,Right-sized bifurcated application,2025-05-15,2025-08-04,confirmed
1154,PO-202507-001154,36,67,1586075.79,550,Configurable zero tolerance hardware,2025-07-04,2025-08-07,delivered
1155,PO-202508-001155,36,67,556157.51,74,Quality-focused impactful encryption,2025-08-06,2025-08-25,confirmed
1156,PO-202512-001156,36,67,969778.77,20,User-friendly foreground product,2025-12-21,2026-03-06,delivered
1157,PO-202508-001157,36,67,253615.38,719,Organic local capability,2025-08-10,2025-09-10,confirmed
1158,PO-202510-001158,36,67,457989.94,52,Reverse-engineered needs-based moratorium,2025-10-08,2025-12-01,confirmed
1159,PO-202511-001159,36,67,916909.98,175,Team-oriented systemic portal,2025-11-02,2026-01-31,confirmed
1160,PO-202507-001160,36,67,1501382.84,109,Switchable eco-centric info-mediaries,2025-07-18,2025-08-16,confirmed
1161,PO-202506-001161,36,67,1141238.35,631,Synchronized motivating alliance,2025-06-23,2025-08-05,confirmed
1162,PO-202512-001162,36,67,1479810.89,437,Expanded national algorithm,2025-12-16,2026-02-12,confirmed
1163,PO-202508-001163,36,67,703642.1,1000,User-centric high-level groupware,2025-08-01,2025-10-28,delivered
1164,PO-202508-001164,36,67,401549.99,857,Integrated fresh-thinking strategy,2025-08-25,2025-10-06,confirmed
1165,PO-202505-001165,36,67,1138180.09,344,Inverse even-keeled concept,2025-05-07,2025-05-30,confirmed
1166,PO-202601-001166,36,58,559218.57,426,Realigned tertiary neural-net,2026-01-13,2026-02-18,confirmed
1167,PO-202601-001167,36,58,1472614.81,450,Balanced 6thgeneration instruction set,2026-01-03,2026-02-18,delivered
1168,PO-202506-001168,36,58,336420.35,103,Future-proofed neutral software,2025-06-13,2025-08-15,confirmed
1169,PO-202511-001169,36,58,280866.86,499,Organic solution-oriented standardization,2025-11-29,2025-12-24,confirmed
1170,PO-202508-001170,36,58,262237.91,949,Persistent explicit hardware,2025-08-06,2025-09-01,delivered
1171,PO-202504-001171,36,58,2211687.84,427,Polarized impactful portal,2025-04-26,2025-07-10,confirmed
1172,PO-202503-001172,36,54,307908.1,278,Balanced 24hour info-mediaries,2025-03-05,2025-05-25,confirmed
1173,PO-202510-001173,36,54,633676.02,961,Organic maximized challenge,2025-10-01,2025-11-07,delivered
1174,PO-202507-001174,36,54,972403.25,611,Integrated homogeneous database,2025-07-20,2025-08-27,confirmed
1175,PO-202511-001175,36,54,875955.97,91,Re-engineered context-sensitive ability,2025-11-06,2025-12-29,confirmed
1176,PO-202601-001176,36,54,641857.72,572,Assimilated mission-critical help-desk,2026-01-12,2026-02-26,confirmed
1177,PO-202506-001177,36,73,1821041.78,98,User-centric client-driven software,2025-06-28,2025-08-28,delivered
1178,PO-202505-001178,36,73,1026305.8,476,Operative value-added productivity,2025-05-23,2025-07-03,confirmed
1179,PO-202507-001179,36,73,272364.85,116,Managed explicit approach,2025-07-13,2025-08-16,confirmed
1180,PO-202503-001180,36,48,866143.5,687,Synchronized background matrices,2025-03-06,2025-03-26,confirmed
1181,PO-202511-001181,36,48,2278011.91,292,Persistent global array,2025-11-03,2025-12-14,confirmed
1182,PO-202508-001182,36,48,1092319.79,632,Synchronized 5thgeneration instruction set,2025-08-15,2025-10-27,confirmed
1183,PO-202512-001183,36,48,649475.08,54,Visionary actuating neural-net,2025-12-24,2026-03-17,confirmed
1184,PO-202506-001184,36,48,811064.78,30,Fundamental bifurcated knowledge user,2025-06-11,2025-08-27,delivered
1185,PO-202504-001185,36,48,684562.55,917,Sharable leadingedge extranet,2025-04-22,2025-06-06,confirmed
1186,PO-202509-001186,36,48,2120852.86,334,Right-sized context-sensitive pricing structure,2025-09-13,2025-11-20,confirmed
1187,PO-202512-001187,36,48,2586054.9,920,Down-sized fresh-thinking architecture,2025-12-05,2026-01-30,confirmed
1188,PO-202510-001188,36,48,2682146.35,334,Open-source incremental concept,2025-10-24,2025-12-07,confirmed
1189,PO-202505-001189,37,75,3717700.11,891,Pre-emptive logistical strategy,2025-05-20,2025-06-29,confirmed
1190,PO-202507-001190,37,75,4390489.12,76,Secured even-keeled website,2025-07-29,2025-10-12,delivered
1191,PO-202601-001191,37,75,2608160.45,912,Re-contextualized content-based parallelism,2026-01-07,2026-03-18,confirmed
1192,PO-202601-001192,37,75,1433353.56,625,Expanded fault-tolerant open system,2026-01-05,2026-03-19,confirmed
1193,PO-202507-001193,37,75,2182995.94,140,Cloned interactive complexity,2025-07-09,2025-09-20,confirmed
1194,PO-202512-001194,37,86,93345.67,277,Profit-focused client-server focus group,2025-12-03,2026-01-12,confirmed
1195,PO-202504-001195,37,86,47362.89,709,Multi-layered dynamic contingency,2025-04-08,2025-07-04,confirmed
1196,PO-202503-001196,37,86,77847.19,114,Advanced maximized framework,2025-03-10,2025-05-23,confirmed
1197,PO-202511-001197,37,86,105196.91,779,Reverse-engineered local superstructure,2025-11-22,2026-01-19,confirmed
1198,PO-202512-001198,37,86,198241.27,619,Upgradable demand-driven functionalities,2025-12-11,2026-01-15,delivered
1199,PO-202512-001199,37,86,202050.83,592,Virtual multimedia task-force,2025-12-03,2026-02-26,confirmed
1200,PO-202508-001200,37,86,39266.97,878,Organized needs-based infrastructure,2025-08-18,2025-11-07,confirmed
1201,PO-202502-001201,37,86,193429.93,222,Persevering empowering capability,2025-02-24,2025-05-25,confirmed
1202,PO-202508-001202,37,86,188419.84,286,Exclusive multi-state framework,2025-08-29,2025-09-14,confirmed
1203,PO-202507-001203,37,86,168385.42,253,Digitized interactive function,2025-07-29,2025-09-13,confirmed
1204,PO-202512-001204,37,86,108381.6,228,Triple-buffered leadingedge budgetary management,2025-12-09,2026-03-09,confirmed
1205,PO-202502-001205,37,86,203675.8,920,Versatile zero administration initiative,2025-02-24,2025-03-11,confirmed
1206,PO-202507-001206,37,55,706569.0,482,User-centric neutral groupware,2025-07-21,2025-10-08,confirmed
1207,PO-202512-001207,37,55,2509049.07,404,Quality-focused fresh-thinking success,2025-12-18,2026-03-04,confirmed
1208,PO-202507-001208,37,73,1017077.5,86,Phased content-based architecture,2025-07-09,2025-10-03,confirmed
1209,PO-202503-001209,37,73,1348962.85,417,Configurable exuding adapter,2025-03-23,2025-05-04,confirmed
1210,PO-202503-001210,37,73,787496.69,245,Automated 24/7 methodology,2025-03-09,2025-04-04,confirmed
1211,PO-202511-001211,37,73,991076.62,313,Robust impactful extranet,2025-11-11,2025-12-16,confirmed
1212,PO-202503-001212,37,73,1625310.24,766,Customizable object-oriented infrastructure,2025-03-12,2025-06-09,confirmed
1213,PO-202505-001213,37,73,1824062.05,475,Enterprise-wide tangible circuit,2025-05-12,2025-06-13,confirmed
1214,PO-202601-001214,37,73,496561.13,893,Profound clear-thinking forecast,2026-01-08,2026-03-11,confirmed
1215,PO-202508-001215,37,73,1366980.23,2,Total value-added Graphical User Interface,2025-08-11,2025-09-04,confirmed
1216,PO-202512-001216,37,73,1684873.27,341,Stand-alone holistic toolset,2025-12-04,2026-02-24,confirmed
1217,PO-202505-001217,37,76,398135.16,277,Profound responsive focus group,2025-05-13,2025-08-05,delivered
1218,PO-202509-001218,37,76,671393.28,807,Virtual bi-directional process improvement,2025-09-27,2025-10-22,delivered
1219,PO-202503-001219,37,76,735425.83,754,Integrated 24hour middleware,2025-03-25,2025-04-16,delivered
1220,PO-202508-001220,37,76,783226.8,691,Integrated tertiary strategy,2025-08-20,2025-10-20,confirmed
1221,PO-202507-001221,37,76,164645.67,375,Multi-lateral demand-driven utilization,2025-07-31,2025-10-13,delivered
1222,PO-202508-001222,37,76,112680.16,376,Virtual 6thgeneration service-desk,2025-08-12,2025-09-18,delivered
1223,PO-202512-001223,38,80,54714.25,727,Re-engineered background parallelism,2025-12-07,2026-01-17,confirmed
1224,PO-202601-001224,38,80,335553.57,245,Multi-channeled real-time capacity,2026-01-21,2026-04-15,confirmed
1225,PO-202503-001225,38,80,233503.83,756,Secured actuating data-warehouse,2025-03-06,2025-06-03,confirmed
1226,PO-202509-001226,38,80,265492.2,780,Front-line empowering website,2025-09-17,2025-10-30,confirmed
1227,PO-202503-001227,38,80,142477.75,274,Universal neutral Local Area Network,2025-03-17,2025-06-04,confirmed
1228,PO-202601-001228,38,80,119265.18,65,Monitored 4thgeneration functionalities,2026-01-14,2026-03-17,confirmed
1229,PO-202511-001229,38,80,173103.43,514,Programmable multimedia matrices,2025-11-16,2026-02-06,confirmed
1230,PO-202511-001230,38,80,178556.88,545,Synergistic asynchronous knowledge user,2025-11-21,2026-02-12,confirmed
1231,PO-202505-001231,38,80,172970.65,377,Synergized neutral archive,2025-05-20,2025-06-12,confirmed
1232,PO-202509-001232,38,80,308107.39,469,Focused incremental time-frame,2025-09-11,2025-10-07,confirmed
1233,PO-202507-001233,38,80,154141.69,184,Enhanced high-level capacity,2025-07-08,2025-08-28,confirmed
1234,PO-202512-001234,38,80,67726.15,283,Networked contextually-based matrix,2025-12-01,2025-12-30,confirmed
1235,PO-202506-001235,38,80,186594.25,896,User-centric national parallelism,2025-06-04,2025-07-15,delivered
1236,PO-202504-001236,38,70,240501.09,427,Horizontal coherent installation,2025-04-22,2025-07-15,confirmed
1237,PO-202506-001237,38,70,1051536.19,431,Profound actuating initiative,2025-06-13,2025-08-23,confirmed
1238,PO-202512-001238,38,70,723702.94,65,Profit-focused global time-frame,2025-12-21,2026-01-07,confirmed
1239,PO-202512-001239,38,70,1700491.68,533,Seamless zero tolerance functionalities,2025-12-08,2026-02-03,confirmed
1240,PO-202503-001240,38,70,1239908.24,672,Advanced hybrid website,2025-03-27,2025-05-22,confirmed
1241,PO-202507-001241,38,70,1266245.62,714,Open-source upward-trending array,2025-07-18,2025-10-08,delivered
1242,PO-202508-001242,38,70,1000041.79,312,Persevering multi-state artificial intelligence,2025-08-15,2025-11-10,confirmed
1243,PO-202601-001243,38,70,1814332.01,314,Universal content-based core,2026-01-21,2026-02-26,confirmed
1244,PO-202601-001244,38,70,607345.36,381,Optional intermediate approach,2026-01-19,2026-03-11,confirmed
1245,PO-202506-001245,38,70,466347.02,292,Function-based grid-enabled challenge,2025-06-02,2025-08-14,confirmed
1246,PO-202511-001246,38,70,1311672.49,165,Profound mobile info-mediaries,2025-11-26,2026-02-17,confirmed
1247,PO-202504-001247,38,70,527356.34,180,Diverse local standardization,2025-04-15,2025-05-19,confirmed
1248,PO-202506-001248,38,85,1075909.14,325,De-engineered executive alliance,2025-06-19,2025-09-15,confirmed
1249,PO-202509-001249,38,85,2604506.52,379,User-friendly mission-critical data-warehouse,2025-09-14,2025-10-22,confirmed
1250,PO-202503-001250,38,85,3178246.56,36,Secured 24hour forecast,2025-03-31,2025-05-25,confirmed
1251,PO-202511-001251,38,85,1222303.61,460,Open-architected object-oriented firmware,2025-11-11,2026-02-03,confirmed
1252,PO-202507-001252,38,85,3042150.25,125,Adaptive directional synergy,2025-07-24,2025-08-11,confirmed
1253,PO-202504-001253,39,51,3195779.94,971,Profound leadingedge core,2025-04-25,2025-07-07,confirmed
1254,PO-202507-001254,39,51,970634.54,994,Exclusive human-resource Graphic Interface,2025-07-27,2025-10-19,delivered
1255,PO-202506-001255,39,51,1607252.9,723,Sharable tertiary hub,2025-06-04,2025-07-26,confirmed
1256,PO-202502-001256,39,51,3658852.11,993,Triple-buffered coherent toolset,2025-02-25,2025-05-24,confirmed
1257,PO-202507-001257,39,51,3308616.75,747,Enhanced asymmetric database,2025-07-20,2025-09-29,confirmed
1258,PO-202507-001258,39,51,2907416.6,750,Secured 24hour projection,2025-07-19,2025-10-03,confirmed
1259,PO-202601-001259,39,51,910216.21,565,Quality-focused context-sensitive help-desk,2026-01-02,2026-01-31,confirmed
1260,PO-202510-001260,39,51,493762.47,633,Exclusive zero-defect utilization,2025-10-12,2025-11-24,confirmed
1261,PO-202505-001261,39,51,1702123.65,335,Future-proofed composite function,2025-05-15,2025-06-06,delivered
1262,PO-202509-001262,39,45,881358.51,540,Right-sized tertiary knowledgebase,2025-09-06,2025-10-19,confirmed
1263,PO-202512-001263,39,45,882987.13,86,Innovative national moderator,2025-12-27,2026-03-20,confirmed
1264,PO-202504-001264,39,45,2268211.17,981,Synchronized eco-centric archive,2025-04-18,2025-05-14,delivered
1265,PO-202507-001265,39,45,1454829.49,503,Horizontal executive circuit,2025-07-01,2025-08-25,delivered
1266,PO-202509-001266,39,45,2061050.87,967,Synergistic bottom-line challenge,2025-09-29,2025-10-21,confirmed
1267,PO-202505-001267,39,45,1463849.64,734,Down-sized systemic hardware,2025-05-11,2025-07-19,confirmed
1268,PO-202512-001268,39,45,1430912.09,13,Object-based client-server capability,2025-12-11,2026-01-31,confirmed
1269,PO-202511-001269,39,45,1330886.59,457,Persevering tangible task-force,2025-11-03,2026-01-28,confirmed
1270,PO-202512-001270,39,45,940484.15,910,Implemented homogeneous moderator,2025-12-13,2026-02-22,confirmed
1271,PO-202505-001271,39,45,2632604.72,296,Down-sized homogeneous attitude,2025-05-14,2025-06-18,confirmed
1272,PO-202512-001272,39,45,2416539.28,425,Fully-configurable human-resource core,2025-12-20,2026-01-21,delivered
1273,PO-202510-001273,39,45,2040497.27,148,Quality-focused motivating customer loyalty,2025-10-03,2025-11-13,confirmed
1274,PO-202508-001274,40,47,853917.47,538,Enterprise-wide high-level application,2025-08-24,2025-10-20,confirmed
1275,PO-202510-001275,40,47,811023.74,605,Exclusive context-sensitive structure,2025-10-06,2025-12-08,confirmed
1276,PO-202506-001276,40,47,91434.54,655,Re-engineered client-server algorithm,2025-06-17,2025-08-05,confirmed
1277,PO-202601-001277,40,47,222124.01,474,Extended stable attitude,2026-01-11,2026-04-08,confirmed
1278,PO-202505-001278,40,47,241046.65,853,Organized dynamic paradigm,2025-05-10,2025-07-12,confirmed
1279,PO-202505-001279,40,47,516452.66,44,Multi-lateral fresh-thinking complexity,2025-05-31,2025-07-23,delivered
1280,PO-202508-001280,40,47,322327.96,573,Phased upward-trending methodology,2025-08-03,2025-10-16,confirmed
1281,PO-202504-001281,40,47,107139.22,3,Programmable client-server strategy,2025-04-28,2025-06-01,confirmed
1282,PO-202505-001282,40,47,319419.45,656,Profound foreground methodology,2025-05-30,2025-08-13,confirmed
1283,PO-202509-001283,40,50,2220370.65,295,Assimilated fault-tolerant definition,2025-09-01,2025-11-08,confirmed
1284,PO-202512-001284,40,50,1723083.48,705,Inverse intermediate concept,2025-12-27,2026-02-11,confirmed
1285,PO-202504-001285,40,50,658562.75,284,Organized local protocol,2025-04-17,2025-07-04,confirmed
1286,PO-202512-001286,40,50,2028852.91,371,Profound impactful workforce,2025-12-17,2026-03-16,confirmed
1287,PO-202512-001287,40,50,1933649.36,890,Future-proofed interactive focus group,2025-12-29,2026-02-15,confirmed
1288,PO-202511-001288,40,50,3101476.4,838,Reactive real-time focus group,2025-11-15,2025-12-15,confirmed
1289,PO-202510-001289,40,50,1782061.08,590,Progressive upward-trending throughput,2025-10-23,2025-11-09,confirmed
1290,PO-202509-001290,40,50,782844.05,60,Visionary dynamic attitude,2025-09-02,2025-10-05,confirmed
1291,PO-202510-001291,40,50,1634950.02,710,Intuitive intermediate middleware,2025-10-14,2025-11-15,confirmed
